churn,accountlength,internationalplan,numbervmailmessages,totaldayminutes,totaldaycalls,totaleveminutes,totalevecalls,totalnightminutes,totalnightcalls,totalintlminutes,totalintlcalls,numbercustomerservicecalls
0,43.0,0,0.0,135.8,125.0,163.2,88.0,229.8,106.0,12.6,3.0,0.0
0,108.0,0,0.0,73.8,105.0,143.4,114.0,170.2,98.0,10.9,3.0,2.0
0,118.0,0,0.0,189.3,119.0,233.5,112.0,270.9,104.0,10.0,1.0,2.0
0,169.0,0,0.0,147.2,115.0,161.9,123.0,142.1,103.0,7.2,6.0,3.0
0,86.0,0,0.0,70.7,125.0,211.0,113.0,174.6,107.0,0.0,0.0,2.0
0,44.0,0,0.0,204.6,117.0,205.2,94.0,164.6,84.0,10.7,5.0,0.0
1,111.0,0,0.0,123.1,88.0,213.9,84.0,184.9,88.0,12.0,2.0,5.0
0,151.0,1,0.0,198.7,70.0,209.5,106.0,281.9,126.0,12.4,4.0,0.0
0,53.0,0,0.0,145.1,116.0,233.7,82.0,208.7,95.0,7.9,5.0,2.0
0,15.0,0,0.0,135.2,101.0,152.5,79.0,224.8,83.0,8.4,5.0,2.0
0,137.0,0,0.0,215.9,76.0,145.4,118.0,186.9,129.0,12.1,4.0,1.0
0,106.0,0,0.0,119.2,142.0,228.4,139.0,197.9,61.0,8.4,9.0,2.0
0,88.0,0,0.0,144.3,116.0,156.4,74.0,214.7,90.0,7.8,10.0,3.0
0,106.0,0,0.0,235.2,121.0,220.6,87.0,236.3,91.0,11.8,4.0,1.0
0,95.0,0,0.0,174.0,57.0,281.1,118.0,197.2,94.0,9.7,2.0,0.0
1,57.0,1,0.0,115.0,65.0,122.3,96.0,245.0,75.0,6.4,1.0,0.0
0,184.0,0,0.0,151.7,93.0,178.5,77.0,229.1,111.0,13.1,8.0,2.0
0,109.0,0,0.0,153.1,102.0,234.1,77.0,329.2,74.0,9.9,9.0,3.0
0,127.0,0,0.0,218.6,93.0,149.9,130.0,204.6,131.0,9.2,5.0,2.0
0,82.0,0,0.0,265.2,122.0,178.7,102.0,174.7,90.0,10.7,9.0,2.0
0,180.0,0,0.0,143.3,134.0,180.5,113.0,184.2,87.0,10.1,4.0,1.0
0,174.0,0,0.0,190.3,98.0,252.7,70.0,220.6,97.0,7.2,9.0,2.0
1,92.0,0,0.0,184.7,60.0,262.0,73.0,239.5,120.0,12.3,6.0,2.0
0,81.0,0,0.0,115.3,99.0,224.7,117.0,152.5,98.0,18.0,2.0,1.0
1,125.0,0,0.0,113.0,108.0,169.2,107.0,156.6,61.0,9.2,5.0,2.0
1,119.0,0,0.0,294.2,100.0,232.5,53.0,195.0,64.0,9.0,1.0,0.0
0,122.0,0,0.0,215.6,86.0,167.8,59.0,207.0,67.0,6.4,8.0,3.0
0,34.0,0,0.0,128.8,80.0,208.7,93.0,202.1,103.0,14.0,7.0,1.0
0,73.0,0,0.0,94.9,121.0,253.2,83.0,175.1,86.0,14.2,2.0,2.0
1,19.0,0,0.0,259.4,116.0,269.7,109.0,175.3,130.0,9.5,3.0,1.0
0,160.0,0,0.0,97.5,113.0,268.1,69.0,255.3,62.0,13.2,4.0,3.0
0,141.0,0,0.0,146.5,121.0,169.9,125.0,238.8,112.0,8.2,5.0,0.0
0,90.0,0,0.0,157.9,72.0,234.0,93.0,210.0,86.0,12.2,5.0,2.0
0,72.0,0,0.0,139.9,117.0,223.6,96.0,240.8,93.0,12.7,4.0,2.0
0,79.0,1,0.0,103.5,134.0,319.3,111.0,239.9,124.0,8.4,4.0,2.0
0,87.0,0,0.0,185.8,119.0,192.3,83.0,200.0,96.0,6.6,4.0,1.0
0,102.0,0,0.0,129.5,56.0,354.2,118.0,145.5,93.0,10.9,3.0,1.0
0,49.0,0,0.0,236.6,91.0,220.9,146.0,146.8,114.0,8.9,2.0,1.0
0,67.0,0,0.0,260.4,107.0,208.2,104.0,207.9,115.0,10.0,2.0,6.0
0,107.0,0,0.0,167.3,100.0,163.9,79.0,185.9,100.0,6.7,5.0,2.0
0,190.0,0,0.0,182.2,101.0,212.3,95.0,233.0,123.0,9.3,4.0,2.0
0,118.0,0,0.0,113.0,80.0,150.1,87.0,204.3,115.0,10.8,4.0,2.0
0,120.0,0,0.0,185.7,133.0,235.1,149.0,256.4,78.0,16.9,6.0,0.0
0,94.0,0,0.0,136.2,114.0,165.1,118.0,137.9,71.0,9.6,5.0,0.0
0,61.0,0,0.0,197.3,67.0,264.5,106.0,210.5,116.0,9.0,6.0,1.0
0,110.0,0,0.0,208.0,69.0,95.1,94.0,178.5,129.0,8.0,11.0,1.0
0,104.0,0,0.0,118.5,92.0,177.8,109.0,255.7,98.0,12.1,4.0,1.0
0,16.0,0,0.0,153.2,65.0,229.7,90.0,148.2,94.0,10.7,8.0,1.0
0,183.0,0,0.0,108.3,87.0,183.6,116.0,176.6,109.0,13.5,2.0,0.0
0,147.0,0,0.0,168.6,92.0,187.7,107.0,216.5,95.0,14.4,8.0,2.0
1,58.0,0,0.0,247.2,116.0,303.7,103.0,105.4,94.0,9.3,2.0,2.0
0,102.0,1,0.0,224.2,81.0,243.3,90.0,147.8,66.0,12.0,8.0,3.0
0,123.0,0,0.0,166.9,98.0,221.8,77.0,243.9,114.0,12.8,4.0,3.0
0,103.0,0,0.0,190.9,62.0,226.6,53.0,230.1,96.0,7.8,3.0,2.0
1,152.0,0,0.0,317.8,60.0,152.9,100.0,123.4,63.0,10.4,7.0,1.0
1,124.0,0,0.0,312.0,112.0,180.0,109.0,168.6,94.0,12.8,4.0,1.0
0,97.0,0,0.0,146.0,121.0,203.0,141.0,151.8,120.0,13.3,2.0,1.0
1,131.0,0,0.0,131.6,95.0,179.3,109.0,251.2,129.0,15.5,3.0,1.0
0,157.0,0,0.0,185.1,92.0,213.0,85.0,196.1,85.0,8.5,5.0,2.0
0,194.0,0,0.0,193.3,106.0,169.0,150.0,225.2,122.0,11.8,4.0,0.0
0,66.0,0,0.0,146.4,107.0,196.5,99.0,230.1,106.0,7.8,2.0,1.0
0,155.0,0,0.0,71.2,90.0,304.4,119.0,183.3,103.0,8.6,4.0,0.0
1,123.0,0,0.0,123.2,104.0,190.0,117.0,170.3,95.0,12.9,5.0,4.0
0,116.0,0,0.0,205.0,90.0,140.9,114.0,272.6,96.0,7.5,4.0,2.0
0,63.0,0,0.0,128.7,78.0,240.8,133.0,237.7,121.0,12.8,6.0,1.0
0,64.0,0,0.0,216.9,78.0,211.0,115.0,179.8,116.0,11.4,5.0,3.0
0,96.0,0,0.0,150.0,122.0,218.5,116.0,212.4,89.0,9.8,1.0,3.0
0,53.0,0,0.0,164.1,106.0,206.0,56.0,194.7,124.0,11.4,2.0,1.0
0,105.0,0,0.0,212.0,113.0,226.6,128.0,193.6,114.0,8.9,7.0,3.0
0,101.0,0,0.0,154.4,130.0,217.2,101.0,185.4,52.0,13.9,4.0,1.0
1,122.0,0,0.0,231.2,141.0,267.8,136.0,240.3,100.0,8.8,5.0,1.0
0,163.0,0,0.0,202.9,100.0,178.6,46.0,203.8,116.0,12.8,3.0,5.0
0,93.0,0,0.0,149.6,120.0,200.7,85.0,181.2,107.0,14.3,9.0,0.0
1,115.0,1,0.0,345.3,81.0,203.4,106.0,217.5,107.0,11.8,8.0,1.0
1,25.0,0,0.0,264.9,80.0,281.2,66.0,166.1,80.0,8.4,4.0,1.0
0,73.0,0,0.0,122.0,92.0,138.3,114.0,224.2,128.0,5.8,5.0,1.0
0,120.0,0,0.0,177.2,88.0,270.4,99.0,231.5,90.0,14.0,2.0,2.0
0,196.0,0,0.0,133.1,80.0,206.5,120.0,221.6,96.0,10.3,8.0,1.0
1,97.0,0,0.0,225.1,90.0,279.5,127.0,233.8,103.0,8.8,4.0,0.0
0,148.0,0,0.0,208.4,120.0,174.4,99.0,310.7,105.0,11.2,4.0,1.0
1,86.0,1,0.0,162.4,131.0,167.0,102.0,128.9,118.0,11.4,2.0,2.0
0,106.0,0,0.0,208.3,89.0,169.4,67.0,102.0,90.0,15.9,4.0,3.0
1,145.0,0,0.0,224.2,89.0,314.9,121.0,182.9,121.0,16.1,3.0,1.0
0,91.0,0,0.0,189.3,100.0,239.3,107.0,89.7,89.0,9.9,3.0,3.0
0,135.0,0,0.0,154.4,130.0,203.8,90.0,158.7,59.0,11.8,3.0,0.0
0,73.0,0,0.0,234.7,102.0,195.7,110.0,253.4,71.0,8.4,8.0,2.0
0,48.0,0,0.0,240.0,88.0,141.0,117.0,128.9,137.0,7.1,9.0,1.0
1,125.0,1,0.0,298.4,78.0,270.5,142.0,107.3,84.0,12.2,2.0,0.0
0,100.0,0,0.0,166.0,102.0,236.1,97.0,134.3,93.0,10.9,4.0,1.0
0,64.0,0,0.0,174.5,98.0,180.2,103.0,179.0,89.0,10.7,2.0,2.0
0,115.0,0,0.0,206.2,113.0,176.4,102.0,297.1,119.0,11.0,7.0,1.0
0,134.0,0,0.0,258.8,85.0,129.5,114.0,193.6,106.0,10.9,7.0,2.0
1,105.0,0,0.0,226.9,106.0,182.2,77.0,203.9,107.0,11.6,2.0,0.0
0,88.0,0,0.0,152.9,119.0,171.2,107.0,257.0,106.0,12.0,5.0,2.0
0,86.0,0,0.0,150.8,85.0,295.9,88.0,247.2,104.0,12.5,1.0,1.0
0,37.0,0,0.0,221.0,126.0,204.5,110.0,118.0,98.0,6.8,3.0,4.0
0,148.0,0,0.0,153.6,148.0,262.1,87.0,225.5,99.0,9.8,3.0,2.0
0,63.0,0,0.0,180.5,126.0,230.0,98.0,232.5,73.0,10.6,3.0,0.0
0,102.0,0,0.0,123.1,106.0,182.0,102.0,244.6,75.0,12.6,7.0,2.0
0,76.0,0,0.0,165.7,94.0,257.4,80.0,170.8,114.0,10.0,4.0,1.0
0,104.0,0,0.0,200.2,92.0,118.7,87.0,236.6,65.0,6.0,6.0,2.0
0,109.0,0,0.0,154.8,82.0,287.7,109.0,208.4,80.0,5.9,9.0,3.0
0,105.0,0,0.0,125.4,116.0,261.5,95.0,241.6,104.0,11.4,9.0,2.0
0,74.0,0,0.0,124.8,114.0,133.0,121.0,160.3,85.0,10.6,7.0,3.0
0,76.0,0,0.0,179.2,85.0,222.9,66.0,188.2,113.0,12.4,2.0,0.0
1,91.0,1,0.0,246.4,110.0,182.0,98.0,157.6,106.0,12.1,2.0,2.0
0,101.0,0,0.0,232.7,114.0,186.4,123.0,153.3,122.0,11.5,6.0,5.0
1,116.0,0,0.0,288.0,120.0,255.8,90.0,233.4,99.0,13.4,4.0,0.0
0,84.0,0,0.0,216.1,114.0,197.5,107.0,217.8,104.0,9.8,3.0,1.0
0,104.0,0,0.0,138.7,100.0,215.4,58.0,164.3,98.0,4.9,4.0,2.0
0,108.0,0,0.0,210.7,112.0,238.7,73.0,253.6,90.0,9.2,5.0,3.0
0,111.0,0,0.0,181.8,117.0,158.1,91.0,266.2,123.0,9.7,9.0,0.0
0,66.0,0,0.0,207.7,85.0,196.7,112.0,261.7,83.0,6.8,3.0,1.0
0,64.0,0,0.0,219.2,73.0,167.0,65.0,161.4,119.0,10.0,5.0,1.0
0,69.0,0,0.0,227.0,122.0,258.7,111.0,169.7,87.0,8.9,1.0,2.0
0,116.0,0,0.0,245.9,73.0,240.1,87.0,158.7,89.0,8.9,5.0,3.0
0,101.0,0,0.0,257.3,84.0,184.8,115.0,108.9,109.0,13.5,7.0,0.0
0,15.0,0,0.0,121.1,130.0,216.0,86.0,235.1,33.0,16.1,5.0,2.0
1,88.0,0,0.0,301.5,136.0,257.7,72.0,132.9,118.0,13.4,2.0,4.0
0,197.0,0,0.0,233.9,96.0,218.9,111.0,182.9,109.0,9.5,3.0,0.0
1,50.0,1,0.0,99.6,108.0,308.7,102.0,161.2,62.0,13.7,6.0,2.0
0,172.0,0,0.0,169.8,123.0,183.1,94.0,395.0,72.0,12.7,7.0,2.0
0,85.0,1,0.0,116.2,86.0,229.7,127.0,204.2,109.0,10.1,3.0,3.0
1,103.0,1,0.0,255.9,128.0,140.9,92.0,308.9,130.0,12.1,2.0,1.0
0,145.0,0,0.0,129.4,97.0,185.4,101.0,204.7,106.0,1.1,2.0,2.0
0,152.0,0,0.0,140.5,92.0,186.8,96.0,227.0,89.0,9.5,5.0,2.0
1,65.0,1,0.0,277.9,123.0,155.8,112.0,256.9,71.0,9.2,10.0,0.0
1,180.0,0,0.0,224.9,105.0,250.0,101.0,216.1,73.0,6.7,5.0,3.0
0,67.0,0,0.0,109.1,117.0,217.4,124.0,188.4,141.0,12.8,6.0,0.0
0,60.0,0,0.0,207.8,109.0,123.5,112.0,291.6,115.0,5.7,9.0,0.0
0,138.0,0,0.0,205.9,96.0,257.1,94.0,209.0,63.0,12.1,8.0,0.0
1,44.0,0,0.0,308.6,139.0,150.8,94.0,198.7,66.0,7.3,3.0,4.0
0,25.0,0,0.0,242.6,69.0,209.0,117.0,219.7,82.0,14.4,6.0,2.0
0,145.0,0,0.0,229.6,82.0,138.1,103.0,250.8,109.0,3.3,3.0,1.0
1,121.0,0,0.0,144.8,126.0,200.6,82.0,208.8,81.0,13.3,9.0,0.0
0,55.0,1,0.0,106.1,77.0,123.5,100.0,96.4,92.0,12.9,3.0,0.0
0,77.0,0,0.0,221.8,84.0,166.0,125.0,210.2,72.0,13.2,4.0,1.0
0,12.0,0,0.0,204.6,98.0,212.5,90.0,182.1,95.0,9.8,7.0,2.0
0,64.0,0,0.0,213.5,93.0,166.6,114.0,122.0,78.0,14.1,3.0,3.0
0,160.0,0,0.0,166.4,117.0,317.0,129.0,160.4,121.0,10.0,2.0,1.0
0,79.0,0,0.0,177.9,83.0,167.3,84.0,223.7,142.0,15.2,8.0,0.0
0,36.0,0,0.0,235.1,97.0,196.8,104.0,259.7,110.0,7.0,7.0,3.0
0,102.0,0,0.0,186.8,92.0,173.7,123.0,250.9,131.0,9.7,4.0,2.0
0,138.0,1,0.0,268.4,81.0,174.4,115.0,193.5,96.0,11.6,4.0,1.0
0,164.0,0,0.0,192.1,95.0,249.8,94.0,132.6,100.0,7.3,3.0,3.0
1,125.0,0,0.0,240.7,82.0,269.4,85.0,187.1,74.0,10.1,3.0,0.0
0,72.0,0,0.0,179.9,113.0,149.8,112.0,168.2,79.0,9.8,7.0,2.0
1,74.0,0,0.0,314.1,86.0,222.4,99.0,259.0,121.0,12.3,5.0,3.0
0,145.0,0,0.0,175.8,89.0,274.3,119.0,226.6,69.0,12.4,4.0,1.0
0,136.0,0,0.0,109.4,91.0,207.5,111.0,135.0,107.0,11.6,5.0,0.0
1,209.0,0,0.0,255.1,124.0,230.6,110.0,218.0,69.0,8.5,5.0,3.0
0,66.0,1,0.0,208.7,84.0,173.3,88.0,264.7,107.0,8.3,3.0,3.0
0,162.0,0,0.0,49.2,121.0,143.9,136.0,203.0,97.0,12.1,13.0,1.0
0,72.0,0,0.0,141.3,133.0,134.9,96.0,227.5,97.0,11.2,3.0,2.0
0,101.0,0,0.0,253.2,89.0,237.9,114.0,154.3,85.0,9.7,7.0,4.0
0,125.0,0,0.0,206.0,128.0,198.1,71.0,135.9,116.0,13.2,3.0,0.0
0,46.0,0,0.0,40.4,105.0,172.4,83.0,145.1,89.0,9.0,2.0,2.0
1,132.0,0,0.0,291.2,104.0,234.2,132.0,191.7,87.0,8.9,3.0,1.0
1,63.0,0,0.0,261.8,69.0,245.0,135.0,202.1,94.0,14.7,4.0,0.0
0,124.0,0,0.0,191.3,134.0,261.5,113.0,182.3,111.0,10.0,3.0,1.0
0,144.0,0,0.0,133.3,101.0,255.5,127.0,228.6,68.0,11.6,2.0,0.0
0,84.0,0,0.0,203.4,125.0,182.9,88.0,213.7,121.0,13.8,2.0,1.0
0,158.0,0,0.0,195.9,103.0,89.1,95.0,302.2,82.0,10.3,3.0,1.0
0,50.0,0,0.0,295.3,127.0,127.4,100.0,166.8,105.0,9.6,6.0,1.0
0,98.0,0,0.0,136.1,82.0,156.3,118.0,158.8,83.0,10.1,5.0,2.0
1,182.0,0,0.0,279.1,124.0,180.5,108.0,217.5,104.0,9.5,11.0,2.0
0,51.0,0,0.0,169.3,111.0,139.5,69.0,197.0,87.0,12.0,3.0,0.0
0,117.0,0,0.0,214.4,94.0,138.0,149.0,148.7,102.0,9.9,1.0,2.0
0,92.0,1,0.0,255.8,125.0,142.7,111.0,181.2,101.0,11.7,3.0,0.0
0,86.0,0,0.0,148.2,71.0,285.1,91.0,166.4,155.0,6.2,3.0,2.0
0,122.0,0,0.0,119.3,93.0,223.9,103.0,211.9,122.0,8.7,4.0,2.0
1,127.0,0,0.0,245.2,91.0,217.2,92.0,243.1,128.0,13.9,6.0,0.0
1,130.0,1,0.0,216.2,106.0,363.7,86.0,126.7,123.0,16.9,2.0,5.0
0,158.0,0,0.0,172.4,114.0,256.6,69.0,235.3,104.0,0.0,0.0,2.0
0,109.0,0,0.0,184.1,143.0,211.7,105.0,243.0,116.0,9.9,2.0,1.0
0,88.0,0,0.0,181.9,90.0,151.5,87.0,143.0,100.0,7.5,3.0,1.0
0,171.0,0,0.0,189.8,122.0,173.7,85.0,257.1,84.0,10.3,1.0,0.0
0,21.0,0,0.0,223.2,142.0,216.5,114.0,214.7,111.0,12.4,2.0,1.0
0,90.0,0,0.0,198.5,124.0,266.6,100.0,243.3,80.0,8.0,7.0,2.0
0,33.0,0,0.0,159.5,115.0,195.4,118.0,102.4,86.0,7.1,7.0,1.0
0,107.0,0,0.0,204.5,108.0,162.4,110.0,155.0,102.0,13.4,1.0,3.0
1,147.0,0,0.0,274.0,92.0,231.8,82.0,283.6,83.0,6.2,1.0,0.0
0,117.0,0,0.0,158.7,84.0,181.7,91.0,177.3,67.0,7.7,10.0,2.0
0,95.0,0,0.0,229.9,116.0,202.4,110.0,171.4,105.0,14.2,6.0,1.0
0,186.0,0,0.0,137.8,97.0,187.7,118.0,146.4,85.0,8.7,6.0,1.0
0,128.0,0,0.0,179.4,94.0,270.4,92.0,191.0,88.0,7.9,4.0,0.0
0,134.0,0,0.0,7.8,86.0,171.4,100.0,186.5,80.0,12.9,2.0,2.0
0,107.0,0,0.0,206.9,79.0,262.4,117.0,149.3,69.0,10.7,3.0,0.0
0,123.0,0,0.0,140.0,106.0,153.7,101.0,50.1,87.0,12.5,1.0,2.0
0,35.0,0,0.0,179.2,59.0,283.3,101.0,285.4,83.0,5.8,7.0,2.0
0,74.0,0,0.0,177.4,136.0,240.3,104.0,237.3,133.0,12.0,3.0,0.0
0,130.0,0,0.0,115.6,129.0,167.8,104.0,141.8,124.0,12.6,9.0,1.0
1,137.0,1,0.0,237.3,103.0,176.7,84.0,263.4,81.0,14.2,4.0,0.0
0,88.0,0,0.0,181.5,116.0,187.0,119.0,220.3,96.0,10.5,7.0,1.0
0,80.0,0,0.0,51.5,90.0,164.0,98.0,169.4,80.0,9.5,4.0,3.0
0,120.0,0,0.0,131.7,99.0,163.1,109.0,201.1,116.0,10.7,3.0,1.0
0,146.0,1,0.0,111.1,126.0,313.4,95.0,215.7,82.0,10.5,6.0,1.0
0,137.0,0,0.0,155.5,81.0,133.1,94.0,253.1,77.0,9.1,2.0,1.0
1,161.0,0,0.0,154.7,84.0,177.8,125.0,172.9,90.0,5.9,2.0,4.0
0,20.0,0,0.0,186.8,89.0,253.4,51.0,273.1,105.0,12.3,6.0,2.0
0,68.0,0,0.0,158.8,119.0,211.8,105.0,198.1,101.0,10.3,3.0,1.0
0,112.0,0,0.0,208.7,150.0,212.8,104.0,178.1,98.0,8.5,4.0,0.0
0,77.0,0,0.0,185.9,95.0,212.0,98.0,282.3,81.0,11.3,4.0,3.0
0,109.0,0,0.0,222.5,74.0,169.7,75.0,264.3,94.0,9.0,3.0,2.0
0,108.0,0,0.0,201.1,101.0,170.7,86.0,237.4,113.0,11.6,3.0,3.0
1,119.0,0,0.0,239.1,88.0,243.5,79.0,230.9,92.0,10.9,3.0,3.0
1,38.0,0,0.0,175.7,109.0,211.8,97.0,137.9,109.0,9.2,3.0,5.0
0,78.0,0,0.0,87.7,74.0,214.8,58.0,201.3,147.0,10.8,6.0,1.0
0,134.0,0,0.0,244.1,99.0,246.9,111.0,200.0,133.0,7.2,2.0,0.0
0,151.0,0,0.0,194.8,106.0,292.7,103.0,224.6,82.0,5.5,3.0,0.0
0,129.0,0,0.0,54.7,131.0,256.1,105.0,176.6,135.0,11.1,4.0,1.0
1,137.0,1,0.0,258.0,112.0,246.5,117.0,173.2,100.0,10.9,3.0,0.0
0,76.0,0,0.0,90.5,142.0,211.7,75.0,194.9,76.0,9.3,2.0,1.0
0,24.0,0,0.0,235.6,132.0,115.9,129.0,185.4,136.0,16.2,2.0,0.0
0,169.0,0,0.0,142.5,82.0,231.4,110.0,131.2,67.0,10.0,4.0,2.0
0,30.0,0,0.0,54.0,68.0,179.3,96.0,247.2,101.0,10.2,8.0,1.0
0,70.0,0,0.0,214.8,87.0,131.0,114.0,216.9,104.0,9.4,3.0,3.0
1,52.0,1,0.0,251.4,118.0,196.6,80.0,192.0,53.0,11.0,2.0,0.0
0,3.0,0,0.0,139.0,99.0,250.7,108.0,286.2,87.0,6.1,3.0,4.0
0,38.0,0,0.0,117.3,114.0,208.7,105.0,203.4,98.0,14.4,2.0,2.0
0,104.0,0,0.0,264.0,108.0,132.2,75.0,177.7,91.0,10.6,8.0,3.0
0,27.0,0,0.0,82.6,105.0,204.0,99.0,224.2,122.0,9.1,4.0,1.0
0,13.0,0,0.0,220.4,100.0,211.2,79.0,259.3,112.0,13.6,8.0,2.0
0,52.0,0,0.0,217.0,104.0,152.3,83.0,134.3,109.0,11.8,4.0,2.0
0,156.0,0,0.0,150.5,106.0,152.9,112.0,215.9,86.0,3.5,3.0,1.0
0,62.0,0,0.0,189.5,122.0,103.8,95.0,180.6,106.0,10.8,5.0,2.0
0,52.0,0,0.0,129.3,80.0,142.7,101.0,258.3,89.0,12.3,4.0,3.0
0,146.0,0,0.0,115.6,77.0,213.6,100.0,218.4,72.0,10.7,6.0,1.0
1,130.0,0,0.0,263.7,113.0,186.5,103.0,195.3,99.0,18.3,6.0,1.0
0,90.0,0,0.0,61.3,91.0,194.4,94.0,143.1,80.0,11.4,9.0,1.0
0,147.0,1,0.0,183.8,113.0,164.7,110.0,111.0,87.0,10.1,4.0,1.0
1,159.0,0,0.0,167.4,68.0,143.8,74.0,140.1,111.0,10.3,3.0,0.0
0,130.0,0,0.0,252.0,101.0,170.2,105.0,209.2,64.0,5.7,5.0,0.0
0,155.0,1,0.0,163.1,94.0,291.7,108.0,96.4,111.0,11.2,3.0,0.0
0,87.0,0,0.0,198.3,80.0,187.0,89.0,133.5,96.0,16.6,4.0,2.0
1,81.0,0,0.0,324.7,48.0,236.4,82.0,187.6,78.0,13.1,5.0,0.0
0,99.0,0,0.0,128.3,78.0,215.3,120.0,143.7,140.0,14.3,9.0,2.0
0,131.0,0,0.0,187.9,110.0,200.5,101.0,202.6,125.0,10.2,11.0,2.0
1,89.0,0,0.0,129.2,71.0,214.1,68.0,214.9,100.0,10.3,4.0,5.0
1,123.0,1,0.0,125.5,106.0,128.9,96.0,251.9,129.0,6.3,6.0,4.0
0,99.0,0,0.0,124.6,90.0,146.4,70.0,169.4,95.0,10.5,6.0,1.0
0,36.0,0,0.0,175.1,144.0,216.9,69.0,243.7,146.0,9.9,3.0,1.0
0,87.0,0,0.0,124.3,91.0,173.4,105.0,256.3,109.0,7.5,5.0,3.0
0,139.0,0,0.0,271.6,130.0,156.0,131.0,136.3,108.0,11.6,9.0,2.0
0,189.0,0,0.0,219.9,80.0,143.3,117.0,130.6,69.0,11.7,7.0,1.0
0,112.0,0,0.0,101.1,119.0,214.4,67.0,179.5,112.0,10.3,5.0,2.0
0,75.0,0,0.0,203.3,70.0,228.9,97.0,222.2,118.0,14.3,3.0,1.0
1,112.0,0,0.0,266.0,97.0,214.6,94.0,306.2,100.0,14.2,2.0,2.0
0,100.0,0,0.0,78.7,98.0,225.6,102.0,150.4,106.0,14.0,8.0,0.0
0,116.0,0,0.0,63.7,101.0,195.8,95.0,210.1,87.0,10.0,6.0,1.0
0,161.0,0,0.0,173.4,100.0,213.7,74.0,141.5,69.0,11.5,4.0,1.0
0,19.0,1,0.0,237.7,98.0,207.1,121.0,182.2,95.0,4.5,4.0,0.0
0,104.0,0,0.0,225.9,123.0,162.8,106.0,272.1,85.0,10.1,4.0,1.0
0,125.0,0,0.0,224.9,102.0,143.8,87.0,198.9,105.0,8.0,2.0,0.0
0,156.0,0,0.0,237.7,122.0,181.5,91.0,185.7,151.0,7.7,4.0,1.0
0,109.0,0,0.0,137.0,128.0,217.0,116.0,182.1,86.0,10.0,5.0,2.0
0,95.0,0,0.0,142.5,109.0,176.1,107.0,189.6,88.0,8.2,3.0,2.0
0,90.0,0,0.0,142.4,126.0,126.2,118.0,274.2,71.0,4.6,4.0,1.0
0,101.0,0,0.0,220.3,124.0,188.6,101.0,278.4,98.0,10.6,4.0,1.0
0,95.0,0,0.0,149.2,96.0,260.7,116.0,201.0,120.0,8.1,2.0,1.0
0,123.0,0,0.0,204.4,88.0,137.5,111.0,226.0,100.0,10.0,4.0,0.0
0,160.0,0,0.0,216.8,77.0,207.3,117.0,228.6,117.0,5.6,2.0,1.0
0,87.0,0,0.0,58.0,125.0,67.5,116.0,185.9,136.0,11.5,3.0,0.0
0,81.0,0,0.0,173.2,80.0,236.2,94.0,240.2,84.0,11.8,6.0,2.0
0,28.0,0,0.0,236.8,102.0,167.1,87.0,280.2,115.0,9.7,3.0,3.0
0,153.0,0,0.0,228.9,102.0,160.7,136.0,203.1,109.0,12.5,2.0,0.0
0,115.0,0,0.0,146.7,128.0,106.2,74.0,197.7,104.0,11.1,4.0,2.0
0,95.0,0,0.0,237.3,83.0,154.0,65.0,237.0,105.0,11.2,6.0,1.0
1,17.0,1,0.0,162.8,118.0,229.6,91.0,332.7,94.0,13.6,3.0,0.0
0,121.0,0,0.0,86.1,100.0,259.8,113.0,148.0,79.0,9.1,9.0,2.0
0,125.0,0,0.0,212.3,89.0,215.4,127.0,186.8,73.0,11.3,2.0,2.0
0,124.0,0,0.0,151.0,98.0,120.6,119.0,152.8,81.0,9.2,2.0,2.0
0,35.0,0,0.0,158.6,67.0,130.4,96.0,229.8,80.0,6.9,5.0,2.0
1,134.0,0,0.0,296.0,93.0,226.4,117.0,246.8,98.0,12.3,10.0,0.0
0,124.0,0,0.0,234.4,61.0,179.3,111.0,285.5,117.0,10.4,6.0,3.0
0,133.0,0,0.0,176.8,92.0,187.5,97.0,196.8,88.0,6.5,3.0,2.0
0,107.0,0,0.0,260.5,108.0,102.4,110.0,129.7,148.0,9.8,5.0,1.0
1,178.0,1,0.0,124.5,134.0,141.2,78.0,268.2,113.0,11.4,2.0,2.0
0,123.0,0,0.0,209.4,49.0,237.4,117.0,239.2,98.0,9.8,11.0,1.0
1,170.0,0,0.0,285.7,44.0,167.5,144.0,260.0,97.0,8.7,4.0,1.0
0,135.0,0,0.0,190.9,44.0,161.4,109.0,231.9,100.0,8.4,2.0,1.0
0,85.0,0,0.0,144.4,88.0,264.6,105.0,185.4,94.0,9.9,3.0,1.0
1,93.0,0,0.0,271.1,101.0,237.4,133.0,145.4,103.0,8.4,6.0,1.0
0,138.0,0,0.0,240.8,104.0,144.5,92.0,125.7,98.0,11.6,1.0,0.0
0,159.0,0,0.0,114.8,98.0,192.6,101.0,259.0,108.0,12.2,5.0,0.0
0,37.0,0,0.0,134.9,98.0,248.4,130.0,236.2,113.0,14.7,2.0,3.0
0,33.0,1,0.0,164.0,99.0,153.1,102.0,123.8,104.0,6.4,4.0,0.0
0,55.0,0,0.0,245.5,130.0,192.7,54.0,141.7,83.0,9.1,4.0,1.0
0,107.0,0,0.0,90.7,90.0,207.5,109.0,169.4,96.0,5.6,5.0,2.0
